,iteration,value,metric
105,52,0.16563712060451508,loss
106,53,1.0,accuracy
107,53,0.20076999068260193,loss
108,54,1.0,accuracy
109,54,0.19910737872123718,loss
110,55,1.0,accuracy
111,55,0.18366965651512146,loss
112,56,1.0,accuracy
113,56,0.11004682630300522,loss
114,57,1.0,accuracy
115,57,0.14778193831443787,loss
116,58,1.0,accuracy
117,58,0.16093918681144714,loss
118,59,1.0,accuracy
119,59,0.09804965555667877,loss
120,60,1.0,accuracy
121,60,0.06101932376623154,loss
122,61,1.0,accuracy
123,61,0.10396850109100342,loss
124,62,1.0,accuracy
125,62,0.0740809366106987,loss
126,63,1.0,accuracy
127,63,0.1402783989906311,loss
128,64,1.0,accuracy
129,64,0.0768170952796936,loss
130,65,1.0,accuracy
131,65,0.01992049068212509,loss
132,66,1.0,accuracy
133,66,0.12120527029037476,loss
134,67,1.0,accuracy
135,67,0.03730663284659386,loss
136,68,1.0,accuracy
137,68,0.03475622087717056,loss
138,69,1.0,accuracy
139,69,0.023757729679346085,loss
140,70,1.0,accuracy
141,70,0.06114250421524048,loss
142,71,1.0,accuracy
143,71,0.038805633783340454,loss
144,72,1.0,accuracy
145,72,0.012869864702224731,loss
146,73,1.0,accuracy
147,73,0.06800499558448792,loss
148,74,1.0,accuracy
149,74,0.011740919202566147,loss
150,75,1.0,accuracy
151,75,0.0398750826716423,loss
152,76,1.0,accuracy
153,76,0.023738108575344086,loss
154,77,1.0,accuracy
155,77,0.011125139892101288,loss
156,78,1.0,accuracy
157,78,0.02358340471982956,loss
158,79,1.0,accuracy
159,79,0.0005053393542766571,loss
160,80,1.0,accuracy
161,80,0.024885155260562897,loss
162,81,1.0,accuracy
163,81,2.29664146900177e-05,loss
164,82,1.0,accuracy
165,82,0.0020526498556137085,loss
166,83,1.0,accuracy
167,83,0.0038465335965156555,loss
168,84,1.0,accuracy
169,84,0.0013350732624530792,loss
170,85,1.0,accuracy
171,85,0.0,loss
172,86,1.0,accuracy
173,86,0.010799098759889603,loss
174,87,1.0,accuracy
175,87,0.0,loss
176,88,1.0,accuracy
177,88,0.0,loss
178,89,1.0,accuracy
179,89,0.0,loss
180,90,1.0,accuracy
181,90,0.0,loss
182,91,1.0,accuracy
183,91,0.005240403115749359,loss
184,92,1.0,accuracy
185,92,0.002065911889076233,loss
186,93,1.0,accuracy
187,93,0.004360988736152649,loss
188,94,1.0,accuracy
189,94,0.0,loss
190,95,1.0,accuracy
191,95,0.0,loss
192,96,1.0,accuracy
193,96,0.0,loss
194,97,1.0,accuracy
195,97,0.0,loss
196,98,1.0,accuracy
197,98,0.0,loss
198,99,1.0,accuracy
199,99,0.0,loss
200,100,1.0,accuracy
201,100,0.0,loss
202,101,1.0,accuracy
203,101,0.0,loss
204,102,1.0,accuracy
205,102,0.0,loss
206,103,1.0,accuracy
207,103,0.0,loss
208,104,1.0,accuracy
209,104,0.0,loss
210,105,1.0,accuracy
211,105,0.0,loss
212,106,1.0,accuracy
213,106,0.0,loss
214,107,1.0,accuracy
215,107,0.0,loss
216,108,1.0,accuracy
217,108,0.0,loss
218,109,1.0,accuracy
219,109,0.0,loss
220,110,1.0,accuracy
221,110,0.0,loss
222,111,1.0,accuracy
223,111,0.0,loss
224,112,1.0,accuracy
225,112,0.0,loss
226,113,1.0,accuracy
227,113,0.0,loss
228,114,1.0,accuracy
229,114,0.0,loss
230,115,1.0,accuracy
231,115,0.0,loss
232,116,1.0,accuracy
233,116,0.0,loss
234,117,1.0,accuracy
235,117,0.0,loss
236,118,1.0,accuracy
237,118,0.0,loss
238,119,1.0,accuracy
239,119,0.0,loss
240,120,1.0,accuracy
241,120,0.0,loss
242,121,1.0,accuracy
243,121,0.0,loss
244,122,1.0,accuracy
245,122,0.0,loss
246,123,1.0,accuracy
247,123,0.0,loss
248,124,1.0,accuracy
249,124,0.0,loss
250,125,1.0,accuracy
251,125,0.0,loss
252,126,1.0,accuracy
253,126,0.0,loss
254,127,1.0,accuracy
255,127,0.0,loss
256,128,1.0,accuracy
257,128,0.0,loss
258,129,1.0,accuracy
259,129,0.0,loss
260,130,1.0,accuracy
261,130,0.0,loss
262,131,1.0,accuracy
263,131,0.0,loss
264,132,1.0,accuracy
265,132,0.0,loss
266,133,1.0,accuracy
267,133,0.0,loss
268,134,1.0,accuracy
269,134,0.0,loss
270,135,1.0,accuracy
271,135,0.0,loss
272,136,1.0,accuracy
273,136,0.0,loss
274,137,1.0,accuracy
275,137,0.0,loss
276,138,1.0,accuracy
277,138,0.0,loss
278,139,1.0,accuracy
279,139,0.0,loss
280,140,1.0,accuracy
281,140,0.0,loss
282,141,1.0,accuracy
283,141,0.0,loss
284,142,1.0,accuracy
285,142,0.0,loss
286,143,1.0,accuracy
287,143,0.0,loss
288,144,1.0,accuracy
289,144,0.0,loss
290,145,1.0,accuracy
291,145,0.0,loss
292,146,1.0,accuracy
293,146,0.0,loss
294,147,1.0,accuracy
295,147,0.0,loss
296,148,1.0,accuracy
297,148,0.0,loss
298,149,1.0,accuracy
299,149,0.0,loss
300,150,1.0,accuracy
301,150,0.0,loss
302,151,1.0,accuracy
303,151,0.0,loss
304,152,1.0,accuracy
305,152,0.0,loss
306,153,1.0,accuracy
307,153,0.0,loss
308,154,1.0,accuracy
309,154,0.0,loss
310,155,1.0,accuracy
311,155,0.0,loss
312,156,1.0,accuracy
313,156,0.0,loss
314,157,1.0,accuracy
315,157,0.0,loss
316,158,1.0,accuracy
317,158,0.0,loss
318,159,1.0,accuracy
319,159,0.0,loss
320,160,1.0,accuracy
321,160,0.0,loss
322,161,1.0,accuracy
323,161,0.0,loss
324,162,1.0,accuracy
325,162,0.0,loss
326,163,1.0,accuracy
327,163,0.0,loss
328,164,1.0,accuracy
329,164,0.0,loss
330,165,1.0,accuracy
331,165,0.0,loss
332,166,1.0,accuracy
333,166,0.0,loss
334,167,1.0,accuracy
335,167,0.0,loss
336,168,1.0,accuracy
337,168,0.0,loss
338,169,1.0,accuracy
339,169,0.0,loss
340,170,1.0,accuracy
341,170,0.0,loss
342,171,1.0,accuracy
343,171,0.0,loss
344,172,1.0,accuracy
345,172,0.0,loss
346,173,1.0,accuracy
347,173,0.0,loss
348,174,1.0,accuracy
349,174,0.0,loss
350,175,1.0,accuracy
351,175,0.0,loss
352,176,1.0,accuracy
353,176,0.0,loss
354,177,1.0,accuracy
355,177,0.0,loss
356,178,1.0,accuracy
357,178,0.0,loss
358,179,1.0,accuracy
359,179,0.0,loss
360,180,1.0,accuracy
361,180,0.0,loss
362,181,1.0,accuracy
363,181,0.0,loss
364,182,1.0,accuracy
365,182,0.0,loss
366,183,1.0,accuracy
367,183,0.0,loss
368,184,1.0,accuracy
369,184,0.0,loss
370,185,1.0,accuracy
371,185,0.0,loss
372,186,1.0,accuracy
373,186,0.0,loss
374,187,1.0,accuracy
375,187,0.0,loss
376,188,1.0,accuracy
377,188,0.0,loss
378,189,1.0,accuracy
379,189,0.0,loss
380,190,1.0,accuracy
381,190,0.0,loss
382,191,1.0,accuracy
383,191,0.0,loss
384,192,1.0,accuracy
385,192,0.0,loss
386,193,1.0,accuracy
387,193,0.0,loss
388,194,1.0,accuracy
389,194,0.0,loss
390,195,1.0,accuracy
391,195,0.0,loss
392,196,1.0,accuracy
393,196,0.0,loss
394,197,1.0,accuracy
395,197,0.0,loss
396,198,1.0,accuracy
397,198,0.0,loss
398,199,1.0,accuracy
399,199,0.0,loss
400,200,1.0,accuracy
401,200,0.0,loss
402,201,1.0,accuracy
403,201,0.0,loss
404,202,1.0,accuracy
405,202,0.0,loss
406,203,1.0,accuracy
407,203,0.0,loss
408,204,1.0,accuracy
409,204,0.0,loss
410,205,1.0,accuracy
411,205,0.0,loss
412,206,1.0,accuracy
413,206,0.0,loss
414,207,1.0,accuracy
415,207,0.0,loss
416,208,1.0,accuracy
417,208,0.0,loss
418,209,1.0,accuracy
419,209,0.0,loss
420,210,1.0,accuracy
421,210,0.0,loss
422,211,1.0,accuracy
423,211,0.0,loss
424,212,1.0,accuracy
425,212,0.0,loss
426,213,1.0,accuracy
427,213,0.0,loss
428,214,1.0,accuracy
429,214,0.0,loss
430,215,1.0,accuracy
431,215,0.0,loss
432,216,1.0,accuracy
433,216,0.0,loss
434,217,1.0,accuracy
435,217,0.0,loss
436,218,1.0,accuracy
437,218,0.0,loss
438,219,1.0,accuracy
439,219,0.0,loss
440,220,1.0,accuracy
441,220,0.0,loss
442,221,1.0,accuracy
443,221,0.0,loss
444,222,1.0,accuracy
445,222,0.0,loss
446,223,1.0,accuracy
447,223,0.0,loss
448,224,1.0,accuracy
449,224,0.0,loss
450,225,1.0,accuracy
451,225,0.0,loss
452,226,1.0,accuracy
453,226,0.0,loss
454,227,1.0,accuracy
455,227,0.0,loss
456,228,1.0,accuracy
457,228,0.0,loss
458,229,1.0,accuracy
459,229,0.0,loss
460,230,1.0,accuracy
461,230,0.0,loss
462,231,1.0,accuracy
463,231,0.0,loss
464,232,1.0,accuracy
465,232,0.0,loss
466,233,1.0,accuracy
467,233,0.0,loss
468,234,1.0,accuracy
469,234,0.0,loss
470,235,1.0,accuracy
471,235,0.0,loss
472,236,1.0,accuracy
473,236,0.0,loss
474,237,1.0,accuracy
475,237,0.0,loss
476,238,1.0,accuracy
477,238,0.0,loss
478,239,1.0,accuracy
479,239,0.0,loss
480,240,1.0,accuracy
481,240,0.0,loss
482,241,1.0,accuracy
483,241,0.0,loss
484,242,1.0,accuracy
485,242,0.0,loss
486,243,1.0,accuracy
487,243,0.0,loss
488,244,1.0,accuracy
489,244,0.0,loss
490,245,1.0,accuracy
491,245,0.0,loss
492,246,1.0,accuracy
493,246,0.0,loss
494,247,1.0,accuracy
495,247,0.0,loss
496,248,1.0,accuracy
497,248,0.0,loss
498,249,1.0,accuracy
499,249,0.0,loss
500,250,1.0,accuracy
501,250,0.0,loss
502,251,1.0,accuracy
503,251,0.0,loss
504,252,1.0,accuracy
505,252,0.0,loss
506,253,1.0,accuracy
507,253,0.0,loss
508,254,1.0,accuracy
509,254,0.0,loss
510,255,1.0,accuracy
511,255,0.0,loss
512,256,1.0,accuracy
513,256,0.0,loss
514,257,1.0,accuracy
515,257,0.0,loss
516,258,1.0,accuracy
517,258,0.0,loss
518,259,1.0,accuracy
519,259,0.0,loss
520,260,1.0,accuracy
521,260,0.0,loss
522,261,1.0,accuracy
523,261,0.0,loss
524,262,1.0,accuracy
525,262,0.0,loss
526,263,1.0,accuracy
527,263,0.0,loss
528,264,1.0,accuracy
529,264,0.0,loss
530,265,1.0,accuracy
531,265,0.0,loss
532,266,1.0,accuracy
533,266,0.0,loss
534,267,1.0,accuracy
535,267,0.0,loss
536,268,1.0,accuracy
537,268,0.0,loss
538,269,1.0,accuracy
539,269,0.0,loss
540,270,1.0,accuracy
541,270,0.0,loss
542,271,1.0,accuracy
543,271,0.0,loss
544,272,1.0,accuracy
545,272,0.0,loss
546,273,1.0,accuracy
547,273,0.0,loss
548,274,1.0,accuracy
549,274,0.0,loss
550,275,1.0,accuracy
551,275,0.0,loss
552,276,1.0,accuracy
553,276,0.0,loss
554,277,1.0,accuracy
555,277,0.0,loss
556,278,1.0,accuracy
557,278,0.0,loss
558,279,1.0,accuracy
559,279,0.0,loss
560,280,1.0,accuracy
561,280,0.0,loss
562,281,1.0,accuracy
563,281,0.0,loss
564,282,1.0,accuracy
565,282,0.0,loss
566,283,1.0,accuracy
567,283,0.0,loss
568,284,1.0,accuracy
569,284,0.0,loss
570,285,1.0,accuracy
571,285,0.0,loss
572,286,1.0,accuracy
573,286,0.0,loss
574,287,1.0,accuracy
575,287,0.0,loss
576,288,1.0,accuracy
577,288,0.0,loss
578,289,1.0,accuracy
579,289,0.0,loss
580,290,1.0,accuracy
581,290,0.0,loss
582,291,1.0,accuracy
583,291,0.0,loss
584,292,1.0,accuracy
585,292,0.0,loss
586,293,1.0,accuracy
587,293,0.0,loss
588,294,1.0,accuracy
589,294,0.0,loss
590,295,1.0,accuracy
591,295,0.0,loss
592,296,1.0,accuracy
593,296,0.0,loss
594,297,1.0,accuracy
595,297,0.0,loss
596,298,1.0,accuracy
597,298,0.0,loss
598,299,1.0,accuracy
599,299,0.0,loss
