,text,dim_0,dim_1,layer,label,fold,grad_0,grad_1,iteration
71,of,-0.07017868012189865,0.9445692300796509,Embedding,,,-0.07017868012189865,0.9445692300796509,20
72,russia,-0.31848880648612976,-0.22950100898742676,Embedding,,,-0.31848880648612976,-0.22950100898742676,20
73,this,-1.9262893199920654,-0.25472545623779297,Embedding,,,-1.9262893199920654,-0.25472545623779297,20
74,linear1.weight_0,-0.012400984764099121,0.17615242302417755,param,,,-0.012400984764099121,0.17615242302417755,20
75,linear1.weight_1,-0.19393512606620789,-0.032852280884981155,param,,,-0.19393512606620789,-0.032852280884981155,20
76,linear1.weight_2,0.11392181366682053,-0.15630550682544708,param,,,0.11392181366682053,-0.15630550682544708,20
77,linear1.weight_3,0.1372520476579666,0.1644565761089325,param,,,0.1372520476579666,0.1644565761089325,20
78,linear1.weight_4,-0.015990888699889183,0.05231519415974617,param,,,-0.015990888699889183,0.05231519415974617,20
79,linear1.weight_5,-0.14433614909648895,0.10276999324560165,param,,,-0.14433614909648895,0.10276999324560165,20
80,linear1.weight_6,0.11812633275985718,-0.20802074670791626,param,,,0.11812633275985718,-0.20802074670791626,20
81,linear1.weight_7,0.21457336843013763,-0.00224576354958117,param,,,0.21457336843013763,-0.00224576354958117,20
82,linear1.weight_8,0.055822018533945084,0.1621067076921463,param,,,0.055822018533945084,0.1621067076921463,20
83,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,20
84,linear1.bias,-0.09592238068580627,-0.025544023141264915,bias,,,-0.09592238068580627,-0.025544023141264915,20
85,linear2.weight_0,-0.1979362815618515,0.3141994774341583,param,,,-0.1979362815618515,0.3141994774341583,20
86,linear2.weight_1,-0.2262905240058899,-0.05708077549934387,param,,,-0.2262905240058899,-0.05708077549934387,20
87,linear2.weight_2,0.3059297204017639,-0.0965641438961029,param,,,0.3059297204017639,-0.0965641438961029,20
88,linear2.weight_3,0.15009191632270813,-0.20661404728889465,param,,,0.15009191632270813,-0.20661404728889465,20
89,linear2.weight_4,-0.1719771772623062,0.18807624280452728,param,,,-0.1719771772623062,0.18807624280452728,20
90,linear2.weight_5,-0.14321184158325195,-0.2685154378414154,param,,,-0.14321184158325195,-0.2685154378414154,20
91,linear2.weight_6,-0.14918622374534607,0.25897857546806335,param,,,-0.14918622374534607,0.25897857546806335,20
92,linear2.weight_7,-0.1989392638206482,0.05930086970329285,param,,,-0.1989392638206482,0.05930086970329285,20
93,linear2.weight_8,0.2819741666316986,0.20668497681617737,param,,,0.2819741666316986,0.20668497681617737,20
94,linear2.weight_9,0.1793595552444458,0.17366616427898407,param,,,0.1793595552444458,0.17366616427898407,20
95,linear2.bias,0.2251952588558197,-0.19036805629730225,bias,,,0.2251952588558197,-0.19036805629730225,20
96,<unk>,0.0,0.0,Embedding,,,0.0,0.0,30
97,'s,1.1731486320495605,-0.6635860800743103,Embedding,,,1.1731486320495605,-0.6635860800743103,30
98,What,-0.8924050331115723,0.6545827388763428,Embedding,,,-0.8924050331115723,0.6545827388763428,30
99,capital,0.2627524733543396,-1.1415718793869019,Embedding,,,0.2627524733543396,-1.1415718793869019,30
100,currency,-0.24625001847743988,0.1829892098903656,Embedding,,,-0.24625001847743988,0.1829892098903656,30
101,england,0.8386934995651245,0.06280882656574249,Embedding,,,0.8386934995651245,0.06280882656574249,30
102,is,-1.1517865657806396,-1.201160192489624,Embedding,,,-1.1517865657806396,-1.201160192489624,30
103,of,-0.0601787194609642,0.9525691270828247,Embedding,,,-0.0601787194609642,0.9525691270828247,30
104,russia,-0.32848867774009705,-0.21950103342533112,Embedding,,,-0.32848867774009705,-0.21950103342533112,30
105,this,-1.9162888526916504,-0.24672549962997437,Embedding,,,-1.9162888526916504,-0.24672549962997437,30
106,linear1.weight_0,-0.01240098662674427,0.16615240275859833,param,,,-0.01240098662674427,0.16615240275859833,30
107,linear1.weight_1,-0.1859351098537445,-0.038852255791425705,param,,,-0.1859351098537445,-0.038852255791425705,30
108,linear1.weight_2,0.11792180687189102,-0.1523055136203766,param,,,0.11792180687189102,-0.1523055136203766,30
109,linear1.weight_3,0.13525207340717316,0.1664564609527588,param,,,0.13525207340717316,0.1664564609527588,30
110,linear1.weight_4,-0.015990888699889183,0.04231521114706993,param,,,-0.015990888699889183,0.04231521114706993,30
111,linear1.weight_5,-0.14833614230155945,0.10877001285552979,param,,,-0.14833614230155945,0.10877001285552979,30
112,linear1.weight_6,0.11412632465362549,-0.20402075350284576,param,,,0.11412632465362549,-0.20402075350284576,30
113,linear1.weight_7,0.21257326006889343,-0.00024516621488146484,param,,,0.21257326006889343,-0.00024516621488146484,30
114,linear1.weight_8,0.045822035521268845,0.17210672795772552,param,,,0.045822035521268845,0.17210672795772552,30
115,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,30
116,linear1.bias,-0.08592236042022705,-0.03354401886463165,bias,,,-0.08592236042022705,-0.03354401886463165,30
117,linear2.weight_0,-0.20593629777431488,0.30819955468177795,param,,,-0.20593629777431488,0.30819955468177795,30
118,linear2.weight_1,-0.23629054427146912,-0.05308086425065994,param,,,-0.23629054427146912,-0.05308086425065994,30
119,linear2.weight_2,0.3159295916557312,-0.08856412023305893,param,,,0.3159295916557312,-0.08856412023305893,30
120,linear2.weight_3,0.1400919109582901,-0.2166139930486679,param,,,0.1400919109582901,-0.2166139930486679,30
121,linear2.weight_4,-0.18197719752788544,0.18007628619670868,param,,,-0.18197719752788544,0.18007628619670868,30
122,linear2.weight_5,-0.15321186184883118,-0.2785153090953827,param,,,-0.15321186184883118,-0.2785153090953827,30
123,linear2.weight_6,-0.13918620347976685,0.26897844672203064,param,,,-0.13918620347976685,0.26897844672203064,30
124,linear2.weight_7,-0.20893928408622742,0.05130087956786156,param,,,-0.20893928408622742,0.05130087956786156,30
125,linear2.weight_8,0.2919740378856659,0.20668494701385498,param,,,0.2919740378856659,0.20668494701385498,30
126,linear2.weight_9,0.18935957551002502,0.1836661845445633,param,,,0.18935957551002502,0.1836661845445633,30
127,linear2.bias,0.21519523859024048,-0.18036803603172302,bias,,,0.21519523859024048,-0.18036803603172302,30
128,<unk>,0.0,0.0,Embedding,,,0.0,0.0,40
129,'s,1.169148325920105,-0.6575861573219299,Embedding,,,1.169148325920105,-0.6575861573219299,40
130,What,-0.8844051361083984,0.6645826101303101,Embedding,,,-0.8844051361083984,0.6645826101303101,40
131,capital,0.25675255060195923,-1.1315714120864868,Embedding,,,0.25675255060195923,-1.1315714120864868,40
132,currency,-0.2382500171661377,0.18698932230472565,Embedding,,,-0.2382500171661377,0.18698932230472565,40
133,england,0.8486933708190918,0.06880881637334824,Embedding,,,0.8486933708190918,0.06880881637334824,40
134,is,-1.1437861919403076,-1.1911598443984985,Embedding,,,-1.1437861919403076,-1.1911598443984985,40
135,of,-0.05217874422669411,0.962568998336792,Embedding,,,-0.05217874422669411,0.962568998336792,40
136,russia,-0.33848851919174194,-0.21150101721286774,Embedding,,,-0.33848851919174194,-0.21150101721286774,40
137,this,-1.9082884788513184,-0.23672550916671753,Embedding,,,-1.9082884788513184,-0.23672550916671753,40
138,linear1.weight_0,-0.010400987230241299,0.1561523824930191,param,,,-0.010400987230241299,0.1561523824930191,40
139,linear1.weight_1,-0.18193510174751282,-0.0428522527217865,param,,,-0.18193510174751282,-0.0428522527217865,40
140,linear1.weight_2,0.12192181497812271,-0.1443054974079132,param,,,0.12192181497812271,-0.1443054974079132,40
141,linear1.weight_3,0.13525214791297913,0.1664561629295349,param,,,0.13525214791297913,0.1664561629295349,40
142,linear1.weight_4,-0.013990888372063637,0.03231522813439369,param,,,-0.013990888372063637,0.03231522813439369,40
143,linear1.weight_5,-0.15433615446090698,0.11876989156007767,param,,,-0.15433615446090698,0.11876989156007767,40
144,linear1.weight_6,0.1101263090968132,-0.19802075624465942,param,,,0.1101263090968132,-0.19802075624465942,40
145,linear1.weight_7,0.2065732777118683,0.005754727870225906,param,,,0.2065732777118683,0.005754727870225906,40
146,linear1.weight_8,0.03782204911112785,0.18210674822330475,param,,,0.03782204911112785,0.18210674822330475,40
147,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,40
148,linear1.bias,-0.07592234015464783,-0.041544005274772644,bias,,,-0.07592234015464783,-0.041544005274772644,40
149,linear2.weight_0,-0.2159363180398941,0.29819968342781067,param,,,-0.2159363180398941,0.29819968342781067,40
150,linear2.weight_1,-0.24629056453704834,-0.049080874770879745,param,,,-0.24629056453704834,-0.049080874770879745,40
151,linear2.weight_2,0.3259294629096985,-0.0785640999674797,param,,,0.3259294629096985,-0.0785640999674797,40
152,linear2.weight_3,0.13209187984466553,-0.22261400520801544,param,,,0.13209187984466553,-0.22261400520801544,40
153,linear2.weight_4,-0.19197721779346466,0.17007626593112946,param,,,-0.19197721779346466,0.17007626593112946,40
154,linear2.weight_5,-0.1632118821144104,-0.28851518034935,param,,,-0.1632118821144104,-0.28851518034935,40
155,linear2.weight_6,-0.12918618321418762,0.2789783179759979,param,,,-0.12918618321418762,0.2789783179759979,40
156,linear2.weight_7,-0.21893930435180664,0.04130089655518532,param,,,-0.21893930435180664,0.04130089655518532,40
157,linear2.weight_8,0.3019739091396332,0.2026849389076233,param,,,0.3019739091396332,0.2026849389076233,40
158,linear2.weight_9,0.19935959577560425,0.19366620481014252,param,,,0.19935959577560425,0.19366620481014252,40
159,linear2.bias,0.20519521832466125,-0.1703680157661438,bias,,,0.20519521832466125,-0.1703680157661438,40
160,<unk>,0.0,0.0,Embedding,,,0.0,0.0,50
161,'s,1.1671483516693115,-0.6615861058235168,Embedding,,,1.1671483516693115,-0.6615861058235168,50
162,What,-0.880405068397522,0.6705824732780457,Embedding,,,-0.880405068397522,0.6705824732780457,50
163,capital,0.2607525885105133,-1.1235713958740234,Embedding,,,0.2607525885105133,-1.1235713958740234,50
164,currency,-0.23624999821186066,0.184989333152771,Embedding,,,-0.23624999821186066,0.184989333152771,50
165,england,0.8566932678222656,0.07280858606100082,Embedding,,,0.8566932678222656,0.07280858606100082,50
166,is,-1.1377863883972168,-1.1851593255996704,Embedding,,,-1.1377863883972168,-1.1851593255996704,50
167,of,-0.04617911949753761,0.9685690402984619,Embedding,,,-0.04617911949753761,0.9685690402984619,50
168,russia,-0.34648841619491577,-0.20750100910663605,Embedding,,,-0.34648841619491577,-0.20750100910663605,50
169,this,-1.9022886753082275,-0.23072537779808044,Embedding,,,-1.9022886753082275,-0.23072537779808044,50
170,linear1.weight_0,-0.012400983832776546,0.14615236222743988,param,,,-0.012400983832776546,0.14615236222743988,50
171,linear1.weight_1,-0.17793509364128113,-0.036852262914180756,param,,,-0.17793509364128113,-0.036852262914180756,50
172,linear1.weight_2,0.1259218156337738,-0.1443054974079132,param,,,0.1259218156337738,-0.1443054974079132,50
173,linear1.weight_3,0.13525208830833435,0.1664564162492752,param,,,0.13525208830833435,0.1664564162492752,50
174,linear1.weight_4,-0.013990889303386211,0.02231523208320141,param,,,-0.013990889303386211,0.02231523208320141,50
175,linear1.weight_5,-0.15633615851402283,0.12276986241340637,param,,,-0.15633615851402283,0.12276986241340637,50
176,linear1.weight_6,0.1101263090968132,-0.198020800948143,param,,,0.1101263090968132,-0.198020800948143,50
177,linear1.weight_7,0.20457327365875244,0.007754730060696602,param,,,0.20457327365875244,0.007754730060696602,50
178,linear1.weight_8,0.035822052508592606,0.19210676848888397,param,,,0.035822052508592606,0.19210676848888397,50
179,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,50
180,linear1.bias,-0.06792232394218445,-0.04754399508237839,bias,,,-0.06792232394218445,-0.04754399508237839,50
181,linear2.weight_0,-0.22593633830547333,0.29019978642463684,param,,,-0.22593633830547333,0.29019978642463684,50
182,linear2.weight_1,-0.25429049134254456,-0.041080888360738754,param,,,-0.25429049134254456,-0.041080888360738754,50
183,linear2.weight_2,0.33592933416366577,-0.07056407630443573,param,,,0.33592933416366577,-0.07056407630443573,50
184,linear2.weight_3,0.126091867685318,-0.23261402547359467,param,,,0.126091867685318,-0.23261402547359467,50
185,linear2.weight_4,-0.20197723805904388,0.1760762631893158,param,,,-0.20197723805904388,0.1760762631893158,50
186,linear2.weight_5,-0.17121192812919617,-0.29851505160331726,param,,,-0.17121192812919617,-0.29851505160331726,50
187,linear2.weight_6,-0.1191861629486084,0.2889781892299652,param,,,-0.1191861629486084,0.2889781892299652,50
188,linear2.weight_7,-0.22893932461738586,0.03130091354250908,param,,,-0.22893932461738586,0.03130091354250908,50
189,linear2.weight_8,0.2979739308357239,0.1946849226951599,param,,,0.2979739308357239,0.1946849226951599,50
190,linear2.weight_9,0.20935961604118347,0.20366622507572174,param,,,0.20935961604118347,0.20366622507572174,50
191,linear2.bias,0.19519519805908203,-0.16036799550056458,bias,,,0.19519519805908203,-0.16036799550056458,50
192,<unk>,0.0,0.0,Embedding,,,0.0,0.0,60
193,'s,1.1611480712890625,-0.6595861315727234,Embedding,,,1.1611480712890625,-0.6595861315727234,60
194,What,-0.8804051280021667,0.6785823702812195,Embedding,,,-0.8804051280021667,0.6785823702812195,60
195,capital,0.26275262236595154,-1.115571141242981,Embedding,,,0.26275262236595154,-1.115571141242981,60
196,currency,-0.24424992501735687,0.19098936021327972,Embedding,,,-0.24424992501735687,0.19098936021327972,60
197,england,0.8666931390762329,0.07880853861570358,Embedding,,,0.8666931390762329,0.07880853861570358,60
198,is,-1.1337862014770508,-1.1771589517593384,Embedding,,,-1.1337862014770508,-1.1771589517593384,60
199,of,-0.042179133743047714,0.9765689373016357,Embedding,,,-0.042179133743047714,0.9765689373016357,60
200,russia,-0.35648828744888306,-0.2015010267496109,Embedding,,,-0.35648828744888306,-0.2015010267496109,60
201,this,-1.8982884883880615,-0.22272537648677826,Embedding,,,-1.8982884883880615,-0.22272537648677826,60
202,linear1.weight_0,-0.008400984108448029,0.13615234196186066,param,,,-0.008400984108448029,0.13615234196186066,60
203,linear1.weight_1,-0.17793509364128113,-0.03085227869451046,param,,,-0.17793509364128113,-0.03085227869451046,60
204,linear1.weight_2,0.12392182648181915,-0.14030547440052032,param,,,0.12392182648181915,-0.14030547440052032,60
205,linear1.weight_3,0.13525210320949554,0.16645635664463043,param,,,0.13525210320949554,0.16645635664463043,60
206,linear1.weight_4,-0.007990891113877296,0.01231523510068655,param,,,-0.007990891113877296,0.01231523510068655,60
207,linear1.weight_5,-0.16033616662025452,0.13076984882354736,param,,,-0.16033616662025452,0.13076984882354736,60
208,linear1.weight_6,0.10612617433071136,-0.2000209540128708,param,,,0.10612617433071136,-0.2000209540128708,60
209,linear1.weight_7,0.20457327365875244,0.007754730060696602,param,,,0.20457327365875244,0.007754730060696602,60
210,linear1.weight_8,0.027822058647871017,0.2021067887544632,param,,,0.027822058647871017,0.2021067887544632,60
211,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,60
212,linear1.bias,-0.05792232230305672,-0.049543991684913635,bias,,,-0.05792232230305672,-0.049543991684913635,60
213,linear2.weight_0,-0.23593635857105255,0.28019991517066956,param,,,-0.23593635857105255,0.28019991517066956,60
214,linear2.weight_1,-0.256290465593338,-0.03308089077472687,param,,,-0.256290465593338,-0.03308089077472687,60
215,linear2.weight_2,0.34592920541763306,-0.06256403028964996,param,,,0.34592920541763306,-0.06256403028964996,60
216,linear2.weight_3,0.11809185892343521,-0.2426140457391739,param,,,0.11809185892343521,-0.2426140457391739,60
217,linear2.weight_4,-0.2119772583246231,0.18207626044750214,param,,,-0.2119772583246231,0.18207626044750214,60
218,linear2.weight_5,-0.1812119483947754,-0.30851492285728455,param,,,-0.1812119483947754,-0.30851492285728455,60
219,linear2.weight_6,-0.10918614268302917,0.2989780604839325,param,,,-0.10918614268302917,0.2989780604839325,60
220,linear2.weight_7,-0.2389393448829651,0.023300912231206894,param,,,-0.2389393448829651,0.023300912231206894,60
221,linear2.weight_8,0.2919740080833435,0.1846849024295807,param,,,0.2919740080833435,0.1846849024295807,60
222,linear2.weight_9,0.2193596363067627,0.21366624534130096,param,,,0.2193596363067627,0.21366624534130096,60
223,linear2.bias,0.1851951777935028,-0.15036797523498535,bias,,,0.1851951777935028,-0.15036797523498535,60
224,<unk>,0.0,0.0,Embedding,,,0.0,0.0,70
225,'s,1.1611480712890625,-0.6635860800743103,Embedding,,,1.1611480712890625,-0.6635860800743103,70
226,What,-0.8764051198959351,0.6805821061134338,Embedding,,,-0.8764051198959351,0.6805821061134338,70
227,capital,0.26975253224372864,-1.114571213722229,Embedding,,,0.26975253224372864,-1.114571213722229,70
228,currency,-0.24024996161460876,0.19298934936523438,Embedding,,,-0.24024996161460876,0.19298934936523438,70
229,england,0.8746930360794067,0.07480855286121368,Embedding,,,0.8746930360794067,0.07480855286121368,70
230,is,-1.1277860403060913,-1.1751585006713867,Embedding,,,-1.1277860403060913,-1.1751585006713867,70
231,of,-0.036179181188344955,0.9785690903663635,Embedding,,,-0.036179181188344955,0.9785690903663635,70
232,russia,-0.3644881844520569,-0.19750097393989563,Embedding,,,-0.3644881844520569,-0.19750097393989563,70
233,this,-1.892288327217102,-0.22072520852088928,Embedding,,,-1.892288327217102,-0.22072520852088928,70
234,linear1.weight_0,-0.004400985781103373,0.13015232980251312,param,,,-0.004400985781103373,0.13015232980251312,70
235,linear1.weight_1,-0.17793509364128113,-0.022852284833788872,param,,,-0.17793509364128113,-0.022852284833788872,70
236,linear1.weight_2,0.12792183458805084,-0.1403055042028427,param,,,0.12792183458805084,-0.1403055042028427,70
237,linear1.weight_3,0.13325226306915283,0.17045533657073975,param,,,0.13325226306915283,0.17045533657073975,70
238,linear1.weight_4,-0.005990892648696899,0.006315238308161497,param,,,-0.005990892648696899,0.006315238308161497,70
239,linear1.weight_5,-0.16033616662025452,0.13276983797550201,param,,,-0.16033616662025452,0.13276983797550201,70
240,linear1.weight_6,0.10412617027759552,-0.20202097296714783,param,,,0.10412617027759552,-0.20202097296714783,70
241,linear1.weight_7,0.20457327365875244,0.007754730060696602,param,,,0.20457327365875244,0.007754730060696602,70
242,linear1.weight_8,0.023822059854865074,0.20810680091381073,param,,,0.023822059854865074,0.20810680091381073,70
243,linear1.weight_9,0.12459009885787964,-0.022326165810227394,param,,,0.12459009885787964,-0.022326165810227394,70
244,linear1.bias,-0.051922332495450974,-0.05354398488998413,bias,,,-0.051922332495450974,-0.05354398488998413,70
245,linear2.weight_0,-0.24593637883663177,0.27020004391670227,param,,,-0.24593637883663177,0.27020004391670227,70
246,linear2.weight_1,-0.2522905170917511,-0.02708091028034687,param,,,-0.2522905170917511,-0.02708091028034687,70
247,linear2.weight_2,0.35592907667160034,-0.05656404048204422,param,,,0.35592907667160034,-0.05656404048204422,70
248,linear2.weight_3,0.11209185421466827,-0.25261402130126953,param,,,0.11209185421466827,-0.25261402130126953,70
249,linear2.weight_4,-0.22197723388671875,0.18207626044750214,param,,,-0.22197723388671875,0.18207626044750214,70
250,linear2.weight_5,-0.18721196055412292,-0.3165148198604584,param,,,-0.18721196055412292,-0.3165148198604584,70
251,linear2.weight_6,-0.09918612241744995,0.3089779317378998,param,,,-0.09918612241744995,0.3089779317378998,70
252,linear2.weight_7,-0.2489393651485443,0.017300913110375404,param,,,-0.2489393651485443,0.017300913110375404,70
253,linear2.weight_8,0.2839741110801697,0.1766848862171173,param,,,0.2839741110801697,0.1766848862171173,70
254,linear2.weight_9,0.22935965657234192,0.2236662656068802,param,,,0.22935965657234192,0.2236662656068802,70
255,linear2.bias,0.17519515752792358,-0.14236795902252197,bias,,,0.17519515752792358,-0.14236795902252197,70
256,<unk>,0.0,0.0,Embedding,,,0.0,0.0,80
257,'s,1.1651482582092285,-0.6675860285758972,Embedding,,,1.1651482582092285,-0.6675860285758972,80
258,What,-0.872406005859375,0.6765822172164917,Embedding,,,-0.872406005859375,0.6765822172164917,80
259,capital,0.27175256609916687,-1.1185710430145264,Embedding,,,0.27175256609916687,-1.1185710430145264,80
260,currency,-0.23524995148181915,0.1899893581867218,Embedding,,,-0.23524995148181915,0.1899893581867218,80
261,england,0.8816929459571838,0.06980857998132706,Embedding,,,0.8816929459571838,0.06980857998132706,80
