,label,dim_0,dim_1,layer,fold,text,iteration
51,Pound,-1.365411400794983,-1.0467498302459717,output,dev,What currency is used in england,10
52,Moscow,1.3146346807479858,3.1172235012054443,average,dev,What is the capital and largest city of russia,10
53,Moscow,-0.1379716992378235,-0.02844923734664917,output,dev,What is the capital and largest city of russia,10
54,London,-1.1684833765029907,3.207195520401001,average,dev,What is the capital and largest city of england,10
55,London,-0.5591042041778564,-0.6663998961448669,output,dev,What is the capital and largest city of england,10
56,Rouble,1.8649659156799316,1.7952227592468262,average,dev,What 's the currency in russia,10
57,Rouble,-0.18003639578819275,0.39486968517303467,output,dev,What 's the currency in russia,10
58,Pound,-0.6181520223617554,1.8851947784423828,average,dev,What 's the currency in england,10
59,Pound,-0.7196083068847656,-0.4706733226776123,output,dev,What 's the currency in england,10
60,Moscow,0.6351809501647949,3.717512369155884,average,dev,What 's the capital of russia,10
61,Moscow,0.14183568954467773,0.12711897492408752,output,dev,What 's the capital of russia,10
62,London,-1.847936987876892,3.8074843883514404,average,dev,What 's the capital of england,10
63,London,0.02786359190940857,-0.1271858811378479,output,dev,What 's the capital of england,10
64,Rouble,2.048156261444092,1.5739758014678955,average,train,What is this currency of russia,20
65,Rouble,-0.3843967914581299,0.05520743131637573,output,train,What is this currency of russia,20
66,Pound,-0.4449634552001953,1.6639478206634521,average,train,What is this currency of england,20
67,Pound,-0.4526432752609253,-0.9823468923568726,output,train,What is this currency of england,20
68,Moscow,0.9877239465713501,2.7920830249786377,average,train,What is this capital of russia,20
69,Moscow,0.760286808013916,0.8186721801757812,output,train,What is this capital of russia,20
70,London,-1.5053958892822266,2.8820550441741943,average,train,What is this capital of england,20
71,London,0.6655412316322327,-0.36201012134552,output,train,What is this capital of england,20
72,Rouble,1.5712978839874268,3.3603954315185547,average,train,What 's russia 's currency,20
73,Rouble,0.02838747389614582,0.5767771601676941,output,train,What 's russia 's currency,20
74,Pound,-0.9218218326568604,3.4503674507141113,average,train,What 's england 's currency,20
75,Pound,-0.03698094189167023,-0.4058800935745239,output,train,What 's england 's currency,20
76,Moscow,0.5108654499053955,4.578502655029297,average,train,What 's russia 's capital,20
77,Moscow,0.6383953094482422,1.1856008768081665,output,train,What 's russia 's capital,20
78,London,-1.9822542667388916,4.6684746742248535,average,train,What 's england 's capital,20
79,London,0.9773328900337219,0.2778441309928894,output,train,What 's england 's capital,20
80,Rouble,2.7444193363189697,1.3949337005615234,average,dev,What currency is used in russia,20
81,Rouble,-0.8025808334350586,-0.06271284818649292,output,dev,What currency is used in russia,20
82,Pound,0.25129950046539307,1.4849056005477905,average,dev,What currency is used in england,20
83,Pound,-0.9455969929695129,-1.090919017791748,output,dev,What currency is used in england,20
84,Moscow,1.564634084701538,3.3672232627868652,average,dev,What is the capital and largest city of russia,20
85,Moscow,0.4938839375972748,0.6464258432388306,output,dev,What is the capital and largest city of russia,20
86,London,-0.9284858703613281,3.4571948051452637,average,dev,What is the capital and largest city of england,20
87,London,0.5199917554855347,-0.2551734447479248,output,dev,What is the capital and largest city of england,20
88,Rouble,2.0649657249450684,1.995222568511963,average,dev,What 's the currency in russia,20
89,Rouble,-0.18700851500034332,0.5134235620498657,output,dev,What 's the currency in russia,20
90,Pound,-0.4281541109085083,2.0851943492889404,average,dev,What 's the currency in england,20
91,Pound,-0.2523770332336426,-0.46923357248306274,output,dev,What 's the currency in england,20
92,Moscow,0.8851804733276367,3.9675118923187256,average,dev,What 's the capital of russia,20
93,Moscow,0.7852372527122498,0.8849218487739563,output,dev,What 's the capital of russia,20
94,London,-1.60793936252594,4.057483673095703,average,dev,What 's the capital of england,20
95,London,1.0994515419006348,0.33327624201774597,output,dev,What 's the capital of england,20
96,Rouble,2.3481557369232178,1.8739755153656006,average,train,What is this currency of russia,30
97,Rouble,-0.259855180978775,0.6916087865829468,output,train,What is this currency of russia,30
98,Pound,-0.2349637746810913,1.9639472961425781,average,train,What is this currency of england,30
99,Pound,0.43478772044181824,-0.42028582096099854,output,train,What is this currency of england,30
100,Moscow,1.2777231931686401,3.0920827388763428,average,train,What is this capital of russia,30
101,Moscow,2.0867042541503906,2.07729434967041,output,train,What is this capital of russia,30
102,London,-1.305396318435669,3.1820545196533203,average,train,What is this capital of england,30
103,London,2.705106019973755,0.8269403576850891,output,train,What is this capital of england,30
104,Rouble,1.8212976455688477,3.6103954315185547,average,train,What 's russia 's currency,30
105,Rouble,-0.0061136819422245026,1.0319693088531494,output,train,What 's russia 's currency,30
106,Pound,-0.7618216276168823,3.700366973876953,average,train,What 's england 's currency,30
107,Pound,0.5059180855751038,-0.10499054193496704,output,train,What 's england 's currency,30
108,Moscow,0.75086510181427,4.828502178192139,average,train,What 's russia 's capital,30
109,Moscow,1.4457111358642578,2.62217378616333,output,train,What 's russia 's capital,30
110,London,-1.8322542905807495,4.918474197387695,average,train,What 's england 's capital,30
111,London,2.4915404319763184,1.1240389347076416,output,train,What 's england 's capital,30
112,Rouble,2.9444189071655273,1.5949333906173706,average,dev,What currency is used in russia,30
113,Rouble,-1.0669924020767212,0.3092893958091736,output,dev,What currency is used in russia,30
114,Pound,0.36129963397979736,1.6849052906036377,average,dev,What currency is used in england,30
115,Pound,-0.6474019885063171,-0.9010375738143921,output,dev,What currency is used in england,30
116,Moscow,1.804633378982544,3.617222785949707,average,dev,What is the capital and largest city of russia,30
117,Moscow,1.4212595224380493,1.783298134803772,output,dev,What is the capital and largest city of russia,30
118,London,-0.7784860134124756,3.7071948051452637,average,dev,What is the capital and largest city of england,30
119,London,2.1329545974731445,0.6745638251304626,output,dev,What is the capital and largest city of england,30
120,Rouble,2.264965534210205,2.1952223777770996,average,dev,What 's the currency in russia,30
121,Rouble,-0.3014054596424103,0.9392193555831909,output,dev,What 's the currency in russia,30
122,Pound,-0.3181537389755249,2.285194158554077,average,dev,What 's the currency in england,30
123,Pound,0.21062645316123962,-0.19774067401885986,output,dev,What 's the currency in england,30
124,Moscow,1.1251800060272217,4.2175116539001465,average,dev,What 's the capital of russia,30
125,Moscow,1.6963704824447632,2.2954118251800537,output,dev,What 's the capital of russia,30
126,London,-1.4579393863677979,4.307483673095703,average,dev,What 's the capital of england,30
127,London,2.841155767440796,1.3759688138961792,output,dev,What 's the capital of england,30
128,Rouble,2.6481547355651855,2.1739745140075684,average,train,What is this currency of russia,40
129,Rouble,-1.0231719017028809,0.24618494510650635,output,train,What is this currency of russia,40
130,Pound,-0.034964561462402344,2.263946533203125,average,train,What is this currency of england,40
131,Pound,0.8080013990402222,-1.0773993730545044,output,train,What is this currency of england,40
132,Moscow,1.4777239561080933,3.3920817375183105,average,train,What is this capital of russia,40
133,Moscow,3.482848882675171,2.8131937980651855,output,train,What is this capital of russia,40
134,London,-1.2053954601287842,3.482053756713867,average,train,What is this capital of england,40
135,London,5.226617336273193,1.3569282293319702,output,train,What is this capital of england,40
136,Rouble,2.0712974071502686,3.8603944778442383,average,train,What 's russia 's currency,40
137,Rouble,-0.8986676931381226,1.015348196029663,output,train,What 's russia 's currency,40
138,Pound,-0.6118217706680298,3.9503660202026367,average,train,What 's england 's currency,40
139,Pound,0.5850843191146851,-0.43628060817718506,output,train,What 's england 's currency,40
140,Moscow,0.9008665084838867,5.078502178192139,average,train,What 's russia 's capital,40
141,Moscow,2.022583484649658,3.822944164276123,output,train,What 's russia 's capital,40
142,London,-1.7822527885437012,5.168473720550537,average,train,What 's england 's capital,40
143,London,4.700401306152344,1.8371226787567139,output,train,What 's england 's capital,40
144,Rouble,3.144418478012085,1.7949326038360596,average,dev,What currency is used in russia,40
145,Rouble,-2.2800819873809814,-0.0874556303024292,output,dev,What currency is used in russia,40
146,Pound,0.46129927039146423,1.8849046230316162,average,dev,What currency is used in england,40
147,Pound,-1.0206764936447144,-1.7029856443405151,output,dev,What currency is used in england,40
148,Moscow,1.9546343088150024,3.867222309112549,average,dev,What is the capital and largest city of russia,40
149,Moscow,2.1688852310180664,2.3454294204711914,output,dev,What is the capital and largest city of russia,40
150,London,-0.7284849882125854,3.9571943283081055,average,dev,What is the capital and largest city of england,40
151,London,4.000058650970459,1.0218451023101807,output,dev,What is the capital and largest city of england,40
152,Rouble,2.464965343475342,2.395221710205078,average,dev,What 's the currency in russia,40
153,Rouble,-1.3108688592910767,0.7897285223007202,output,dev,What 's the currency in russia,40
154,Pound,-0.21815407276153564,2.4851937294006348,average,dev,What 's the currency in england,40
155,Pound,0.17288359999656677,-0.6618999242782593,output,dev,What 's the currency in england,40
156,Moscow,1.2751811742782593,4.467511177062988,average,dev,What 's the capital of russia,40
157,Moscow,2.4586434364318848,3.3532958030700684,output,dev,What 's the capital of russia,40
158,London,-1.4079383611679077,4.557483196258545,average,dev,What 's the capital of england,40
159,London,4.889687538146973,1.7852929830551147,output,dev,What 's the capital of england,40
160,Rouble,2.948153257369995,2.4039597511291504,average,train,What is this currency of russia,50
161,Rouble,-3.1715517044067383,-0.4051622152328491,output,train,What is this currency of russia,50
162,Pound,0.16503417491912842,2.4939324855804443,average,train,What is this currency of england,50
163,Pound,0.2320140302181244,-2.2244906425476074,output,train,What is this currency of england,50
164,Moscow,1.6777225732803345,3.692080020904541,average,train,What is this capital of russia,50
165,Moscow,4.185096263885498,3.7481703758239746,output,train,What is this capital of russia,50
166,London,-1.1053965091705322,3.782052516937256,average,train,What is this capital of england,50
167,London,7.557311058044434,1.8352726697921753,output,train,What is this capital of england,50
168,Rouble,2.301295042037964,4.040380477905273,average,train,What 's russia 's currency,50
169,Rouble,-3.3332245349884033,0.6137757897377014,output,train,What 's russia 's currency,50
170,Pound,-0.48182404041290283,4.1303534507751465,average,train,What 's england 's currency,50
171,Pound,-0.3468541204929352,-1.4040719270706177,output,train,What 's england 's currency,50
172,Moscow,1.0308644771575928,5.328500747680664,average,train,What 's russia 's capital,50
173,Moscow,2.0511109828948975,5.313891410827637,output,train,What 's russia 's capital,50
174,London,-1.7522547245025635,5.418473243713379,average,train,What 's england 's capital,50
175,London,6.618049621582031,2.2516884803771973,output,train,What 's england 's capital,50
176,Rouble,3.3444180488586426,1.9249186515808105,average,dev,What currency is used in russia,50
177,Rouble,-4.655198097229004,-0.6017388105392456,output,dev,What currency is used in russia,50
178,Pound,0.5612987279891968,2.0148911476135254,average,dev,What currency is used in england,50
179,Pound,-2.189661741256714,-3.003347396850586,output,dev,What currency is used in england,50
180,Moscow,2.104633331298828,4.117220878601074,average,dev,What is the capital and largest city of russia,50
181,Moscow,2.3543312549591064,3.1553168296813965,output,dev,What is the capital and largest city of russia,50
182,London,-0.6784858107566833,4.207193374633789,average,dev,What is the capital and largest city of england,50
183,London,5.813277721405029,1.3740763664245605,output,dev,What is the capital and largest city of england,50
184,Rouble,2.654963970184326,2.525207757949829,average,dev,What 's the currency in russia,50
185,Rouble,-3.555823564529419,0.4413679838180542,output,dev,What 's the currency in russia,50
186,Pound,-0.12815523147583008,2.615180492401123,average,dev,What 's the currency in england,50
187,Pound,-0.6608864068984985,-1.6478723287582397,output,dev,What 's the currency in england,50
188,Moscow,1.4151796102523804,4.717509746551514,average,dev,What 's the capital of russia,50
189,Moscow,2.5687198638916016,4.708478927612305,output,dev,What 's the capital of russia,50
190,London,-1.3679397106170654,4.8074822425842285,average,dev,What 's the capital of england,50
191,London,6.861603736877441,2.127800941467285,output,dev,What 's the capital of england,50
192,Rouble,3.2481513023376465,2.563958168029785,average,train,What is this currency of russia,60
193,Rouble,-6.0079145431518555,-1.0054130554199219,output,train,What is this currency of russia,60
194,Pound,0.3650321960449219,2.6939306259155273,average,train,What is this currency of england,60
195,Pound,-0.6510438919067383,-3.7803969383239746,output,train,What is this currency of england,60
196,Moscow,1.8777207136154175,3.952078342437744,average,train,What is this capital of russia,60
197,Moscow,4.5347185134887695,5.5813069343566895,output,train,What is this capital of russia,60
198,London,-1.0053983926773071,4.082050323486328,average,train,What is this capital of england,60
199,London,10.06379222869873,2.348796844482422,output,train,What is this capital of england,60
200,Rouble,2.4912939071655273,4.150380611419678,average,train,What 's russia 's currency,60
201,Rouble,-6.450443744659424,0.036971986293792725,output,train,What 's russia 's currency,60
202,Pound,-0.39182502031326294,4.28035306930542,average,train,What 's england 's currency,60
203,Pound,-1.439260721206665,-3.094360828399658,output,train,What 's england 's currency,60
204,Moscow,1.120863437652588,5.538500785827637,average,train,What 's russia 's capital,60
205,Moscow,1.732566475868225,7.330535411834717,output,train,What 's russia 's capital,60
206,London,-1.7622556686401367,5.668472766876221,average,train,What 's england 's capital,60
207,London,8.799453735351562,2.6755471229553223,output,train,What 's england 's capital,60
208,Rouble,3.544416666030884,1.984918475151062,average,dev,What currency is used in russia,60
209,Rouble,-7.476150035858154,-1.2727023363113403,output,dev,What currency is used in russia,60
210,Pound,0.6612976789474487,2.1148905754089355,average,dev,What currency is used in england,60
211,Pound,-3.411621332168579,-4.927553653717041,output,dev,What currency is used in england,60
212,Moscow,2.254631996154785,4.3272199630737305,average,dev,What is the capital and largest city of russia,60
213,Moscow,1.9871081113815308,4.962655067443848,output,dev,What is the capital and largest city of russia,60
214,London,-0.6284871697425842,4.457191467285156,average,dev,What is the capital and largest city of england,60
215,London,7.910294532775879,1.733712077140808,output,dev,What is the capital and largest city of england,60
216,Rouble,2.824963092803955,2.5852084159851074,average,dev,What 's the currency in russia,60
217,Rouble,-6.257007598876953,-0.05094236135482788,output,dev,What 's the currency in russia,60
218,Pound,-0.05815577507019043,2.7151803970336914,average,dev,What 's the currency in england,60
219,Pound,-1.6525146961212158,-3.297600269317627,output,dev,What 's the currency in england,60
220,Moscow,1.5351784229278564,4.927509307861328,average,dev,What 's the capital of russia,60
221,Moscow,2.070636510848999,6.743446350097656,output,dev,What 's the capital of russia,60
222,London,-1.3479406833648682,5.057481288909912,average,dev,What 's the capital of england,60
223,London,9.027482986450195,2.4467661380767822,output,dev,What 's the capital of england,60
224,Rouble,3.5481510162353516,2.7039575576782227,average,train,What is this currency of russia,70
225,Rouble,-8.888303756713867,-1.886993646621704,output,train,What is this currency of russia,70
226,Pound,0.565031886100769,2.8939294815063477,average,train,What is this currency of england,70
227,Pound,-1.3594111204147339,-6.350265026092529,output,train,What is this currency of england,70
228,Moscow,2.0777206420898438,4.192077159881592,average,train,What is this capital of russia,70
229,Moscow,3.6047964096069336,8.436988830566406,output,train,What is this capital of russia,70
230,London,-0.905398428440094,4.382049083709717,average,train,What is this capital of england,70
231,London,13.1226806640625,2.417173385620117,output,train,What is this capital of england,70
232,Rouble,2.5412940979003906,4.240379333496094,average,train,What 's russia 's currency,70
233,Rouble,-9.584653854370117,-0.4279995560646057,output,train,What 's russia 's currency,70
234,Pound,-0.4418247938156128,4.430351257324219,average,train,What 's england 's currency,70
235,Pound,-1.9577475786209106,-5.956357955932617,output,train,What 's england 's currency,70
236,Moscow,1.0708638429641724,5.728499412536621,average,train,What 's russia 's capital,70
237,Moscow,1.4752384424209595,9.745532035827637,output,train,What 's russia 's capital,70
238,London,-1.9122551679611206,5.918471336364746,average,train,What 's england 's capital,70
239,London,11.803476333618164,2.9422895908355713,output,train,What 's england 's capital,70
240,Rouble,3.7444167137145996,2.0249180793762207,average,dev,What currency is used in russia,70
241,Rouble,-10.172295570373535,-2.2123632431030273,output,dev,What currency is used in russia,70
242,Pound,0.7612975835800171,2.2148900032043457,average,dev,What currency is used in england,70
243,Pound,-4.056703090667725,-7.6907501220703125,output,dev,What currency is used in england,70
244,Moscow,2.4046318531036377,4.517218589782715,average,dev,What is the capital and largest city of russia,70
245,Moscow,0.7934080362319946,7.450582027435303,output,dev,What is the capital and largest city of russia,70
246,London,-0.5784871578216553,4.70719051361084,average,dev,What is the capital and largest city of england,70
247,London,10.481704711914062,1.485311508178711,output,dev,What is the capital and largest city of england,70
248,Rouble,2.9249632358551025,2.6252074241638184,average,dev,What 's the currency in russia,70
249,Rouble,-9.215476036071777,-0.38134562969207764,output,dev,What 's the currency in russia,70
250,Pound,-0.05815577507019043,2.8151793479919434,average,dev,What 's the currency in england,70
251,Pound,-2.308356761932373,-6.013160705566406,output,dev,What 's the currency in england,70
252,Moscow,1.5851786136627197,5.117508411407471,average,dev,What 's the capital of russia,70
253,Moscow,1.244012475013733,9.58042049407959,output,dev,What 's the capital of russia,70
254,London,-1.3979403972625732,5.307480335235596,average,dev,What 's the capital of england,70
255,London,11.691143035888672,2.922452926635742,output,dev,What 's the capital of england,70
256,Rouble,3.8481497764587402,2.7339627742767334,average,train,What is this currency of russia,80
257,Rouble,-12.883110046386719,-2.380765199661255,output,train,What is this currency of russia,80
258,Pound,0.7650311589241028,3.0239341259002686,average,train,What is this currency of england,80
259,Pound,-1.919366717338562,-9.532745361328125,output,train,What is this currency of england,80
260,Moscow,2.2777199745178223,4.322082042694092,average,train,What is this capital of russia,80
261,Moscow,2.565138578414917,12.084869384765625,output,train,What is this capital of russia,80
262,London,-0.8053987622261047,4.612053394317627,average,train,What is this capital of england,80
263,London,16.959318161010742,2.530052900314331,output,train,What is this capital of england,80
264,Rouble,2.591294527053833,4.2203803062438965,average,train,What 's russia 's currency,80
265,Rouble,-13.0352783203125,-1.3373785018920898,output,train,What 's russia 's currency,80
266,Pound,-0.4918244779109955,4.51035213470459,average,train,What 's england 's currency,80
267,Pound,-1.9059199094772339,-9.601865768432617,output,train,What 's england 's currency,80
268,Moscow,1.0208646059036255,5.808500289916992,average,train,What 's russia 's capital,80
269,Moscow,1.5232783555984497,12.45932674407959,output,train,What 's russia 's capital,80
270,London,-2.0622541904449463,6.098471641540527,average,train,What 's england 's capital,80
271,London,16.168073654174805,2.643700361251831,output,train,What 's england 's capital,80
272,Rouble,3.944416046142578,1.994920253753662,average,dev,What currency is used in russia,80
273,Rouble,-13.37901496887207,-3.2421741485595703,output,dev,What currency is used in russia,80
274,Pound,0.8612971901893616,2.2848918437957764,average,dev,What currency is used in england,80
275,Pound,-4.475645065307617,-11.140533447265625,output,dev,What currency is used in england,80
276,Moscow,2.554631471633911,4.617222309112549,average,dev,What is the capital and largest city of russia,80
277,Moscow,-0.4744606912136078,10.577465057373047,output,dev,What is the capital and largest city of russia,80
278,London,-0.5284873247146606,4.907193660736084,average,dev,What is the capital and largest city of england,80
279,London,13.878632545471191,1.2784488201141357,output,dev,What is the capital and largest city of england,80
280,Rouble,3.02496337890625,2.5852081775665283,average,dev,What 's the currency in russia,80
281,Rouble,-12.684356689453125,-0.8301780819892883,output,dev,What 's the currency in russia,80
282,Pound,-0.05815565586090088,2.8751795291900635,average,dev,What 's the currency in england,80
283,Pound,-2.38293194770813,-9.305333137512207,output,dev,What 's the currency in england,80
284,Moscow,1.6351786851882935,5.207509994506836,average,dev,What 's the capital of russia,80
285,Moscow,0.5400797724723816,13.030618667602539,output,dev,What 's the capital of russia,80
286,London,-1.4479402303695679,5.497481822967529,average,dev,What 's the capital of england,80
287,London,15.347407341003418,3.313145399093628,output,dev,What 's the capital of england,80
288,Rouble,4.138142108917236,2.7639567852020264,average,train,What is this currency of russia,90
289,Rouble,-18.426713943481445,-2.2848167419433594,output,train,What is this currency of russia,90
290,Pound,0.9550231695175171,3.15392804145813,average,train,What is this currency of england,90
291,Pound,-2.3174214363098145,-12.897320747375488,output,train,What is this currency of england,90
292,Moscow,2.46771240234375,4.422075271606445,average,train,What is this capital of russia,90
293,Moscow,1.5576287508010864,16.338333129882812,output,train,What is this capital of russia,90
294,London,-0.7154063582420349,4.812047004699707,average,train,What is this capital of england,90
295,London,21.535030364990234,2.672901153564453,output,train,What is this capital of england,90
296,Rouble,2.7312939167022705,4.270373821258545,average,train,What 's russia 's currency,90
297,Rouble,-17.78994369506836,-1.8336209058761597,output,train,What 's russia 's currency,90
298,Pound,-0.45182472467422485,4.660345077514648,average,train,What 's england 's currency,90
299,Pound,-1.7777351140975952,-13.514119148254395,output,train,What 's england 's currency,90
300,Moscow,1.0608646869659424,5.928493022918701,average,train,What 's russia 's capital,90
301,Moscow,1.1129399538040161,15.88794994354248,output,train,What 's russia 's capital,90
302,London,-2.1222541332244873,6.3184638023376465,average,train,What 's england 's capital,90
303,London,21.09069061279297,2.3521432876586914,output,train,What 's england 's capital,90
304,Rouble,4.1344122886657715,1.9849145412445068,average,dev,What currency is used in russia,90
305,Rouble,-17.387447357177734,-4.050914287567139,output,dev,What currency is used in russia,90
306,Pound,0.9512931704521179,2.3748855590820312,average,dev,What currency is used in england,90
307,Pound,-5.104508399963379,-15.159218788146973,output,dev,What currency is used in england,90
308,Moscow,2.6946258544921875,4.697215557098389,average,dev,What is the capital and largest city of russia,90
309,Moscow,-1.9935492277145386,14.269679069519043,output,dev,What is the capital and largest city of russia,90
310,London,-0.4884929060935974,5.087186813354492,average,dev,What is the capital and largest city of england,90
311,London,17.870840072631836,1.1692265272140503,output,dev,What is the capital and largest city of england,90
312,Rouble,3.164961814880371,2.5952022075653076,average,dev,What 's the currency in russia,90
313,Rouble,-17.24946403503418,-0.9758058786392212,output,dev,What 's the currency in russia,90
314,Pound,-0.018156766891479492,2.985172986984253,average,dev,What 's the currency in england,90
315,Pound,-2.3074865341186523,-12.866072654724121,output,dev,What 's the currency in england,90
316,Moscow,1.7251759767532349,5.307502746582031,average,dev,What 's the capital of russia,90
317,Moscow,-0.4612712264060974,17.290998458862305,output,dev,What 's the capital of russia,90
318,London,-1.4579428434371948,5.697474479675293,average,dev,What 's the capital of england,90
319,London,19.892152786254883,3.531160831451416,output,dev,What 's the capital of england,90
320,Rouble,4.238152027130127,2.733961343765259,average,train,What is this currency of russia,100
321,Rouble,-25.149011611938477,-1.7382593154907227,output,train,What is this currency of russia,100
322,Pound,0.9550333023071289,3.2239315509796143,average,train,What is this currency of england,100
323,Pound,-2.4296398162841797,-17.000425338745117,output,train,What is this currency of england,100
324,Moscow,2.4677233695983887,4.442079544067383,average,train,What is this capital of russia,100
325,Moscow,-0.23099127411842346,20.6882266998291,output,train,What is this capital of russia,100
326,London,-0.8153953552246094,4.932049751281738,average,train,What is this capital of england,100
327,London,26.723976135253906,1.928600788116455,output,train,What is this capital of england,100
328,Rouble,2.85129976272583,4.300374984741211,average,train,What 's russia 's currency,100
329,Rouble,-24.287580490112305,-1.3534998893737793,output,train,What 's russia 's currency,100
330,Pound,-0.4318191111087799,4.790345191955566,average,train,What 's england 's currency,100
331,Pound,-1.8759697675704956,-17.808719635009766,output,train,What 's england 's currency,100
332,Moscow,1.0808709859848022,6.008492946624756,average,train,What 's russia 's capital,100
333,Moscow,-0.47940006852149963,20.181385040283203,output,train,What 's russia 's capital,100
334,London,-2.2022478580474854,6.498463153839111,average,train,What 's england 's capital,100
335,London,25.916851043701172,1.7273821830749512,output,train,What 's england 's capital,100
336,Rouble,4.2344160079956055,1.954916000366211,average,dev,What currency is used in russia,100
337,Rouble,-22.375823974609375,-4.499772071838379,output,dev,What currency is used in russia,100
338,Pound,0.9512971043586731,2.4448862075805664,average,dev,What currency is used in england,100
339,Pound,-5.435227394104004,-19.78111457824707,output,dev,What currency is used in england,100
340,Moscow,2.694633722305298,4.717218399047852,average,dev,What is the capital and largest city of russia,100
341,Moscow,-4.3065104484558105,18.282669067382812,output,dev,What is the capital and largest city of russia,100
342,London,-0.5884849429130554,5.207188606262207,average,dev,What is the capital and largest city of england,100
343,London,22.239242553710938,0.47594115138053894,output,dev,What is the capital and largest city of england,100
344,Rouble,3.274965286254883,2.595202684402466,average,dev,What 's the currency in russia,100
345,Rouble,-22.328876495361328,-0.8488199710845947,output,dev,What 's the currency in russia,100
346,Pound,-0.008153796195983887,3.0851728916168213,average,dev,What 's the currency in england,100
347,Pound,-2.2477827072143555,-16.964706420898438,output,dev,What 's the currency in england,100
348,Moscow,1.7351828813552856,5.3575053215026855,average,dev,What 's the capital of russia,100
