,iteration,value,metric
335,167,1.62422429639264e-06,loss
336,168,1.0,accuracy
337,168,1.3113005934428656e-06,loss
338,169,1.0,accuracy
339,169,1.0728825827754918e-06,loss
340,170,1.0,accuracy
341,170,8.791678283159854e-07,loss
342,171,1.0,accuracy
343,171,7.00354121363489e-07,loss
344,172,1.0,accuracy
345,172,5.811449454995454e-07,loss
346,173,1.0,accuracy
347,173,4.3213350409132545e-07,loss
348,174,1.0,accuracy
349,174,3.4272656534994894e-07,loss
350,175,1.0,accuracy
351,175,2.831219774179772e-07,loss
352,176,1.0,accuracy
353,176,2.3841852225814364e-07,loss
354,177,1.0,accuracy
355,177,1.937150670983101e-07,loss
356,178,1.0,accuracy
357,178,1.639127447106148e-07,loss
358,179,1.0,accuracy
359,179,1.1920927533992653e-07,loss
360,180,1.0,accuracy
361,180,1.1920927533992653e-07,loss
362,181,1.0,accuracy
363,181,8.940696005765858e-08,loss
364,182,1.0,accuracy
365,182,8.940696005765858e-08,loss
366,183,1.0,accuracy
367,183,7.450579886381092e-08,loss
368,184,1.0,accuracy
369,184,4.470348002882929e-08,loss
370,185,1.0,accuracy
371,185,4.470348002882929e-08,loss
372,186,1.0,accuracy
373,186,2.9802320611338473e-08,loss
374,187,1.0,accuracy
375,187,1.4901160305669237e-08,loss
376,188,1.0,accuracy
377,188,1.4901160305669237e-08,loss
378,189,1.0,accuracy
379,189,1.4901160305669237e-08,loss
380,190,1.0,accuracy
381,190,0.0,loss
382,191,1.0,accuracy
383,191,0.0,loss
384,192,1.0,accuracy
385,192,0.0,loss
386,193,1.0,accuracy
387,193,0.0,loss
388,194,1.0,accuracy
389,194,0.0,loss
390,195,1.0,accuracy
391,195,0.0,loss
392,196,1.0,accuracy
393,196,0.0,loss
394,197,1.0,accuracy
395,197,0.0,loss
396,198,1.0,accuracy
397,198,0.0,loss
398,199,1.0,accuracy
399,199,0.0,loss
400,200,1.0,accuracy
401,200,0.0,loss
402,201,1.0,accuracy
403,201,0.0,loss
404,202,1.0,accuracy
405,202,0.0,loss
406,203,1.0,accuracy
407,203,0.0,loss
408,204,1.0,accuracy
409,204,0.0,loss
410,205,1.0,accuracy
411,205,0.0,loss
412,206,1.0,accuracy
413,206,0.0,loss
414,207,1.0,accuracy
415,207,0.0,loss
416,208,1.0,accuracy
417,208,0.0,loss
418,209,1.0,accuracy
419,209,0.0,loss
420,210,1.0,accuracy
421,210,0.0,loss
422,211,1.0,accuracy
423,211,0.0,loss
424,212,1.0,accuracy
425,212,0.0,loss
426,213,1.0,accuracy
427,213,0.0,loss
428,214,1.0,accuracy
429,214,0.0,loss
430,215,1.0,accuracy
431,215,0.0,loss
432,216,1.0,accuracy
433,216,0.0,loss
434,217,1.0,accuracy
435,217,0.0,loss
436,218,1.0,accuracy
437,218,0.0,loss
438,219,1.0,accuracy
439,219,0.0,loss
440,220,1.0,accuracy
441,220,0.0,loss
442,221,1.0,accuracy
443,221,0.0,loss
444,222,1.0,accuracy
445,222,0.0,loss
446,223,1.0,accuracy
447,223,0.0,loss
448,224,1.0,accuracy
449,224,0.0,loss
450,225,1.0,accuracy
451,225,0.0,loss
452,226,1.0,accuracy
453,226,0.0,loss
454,227,1.0,accuracy
455,227,0.0,loss
456,228,1.0,accuracy
457,228,0.0,loss
458,229,1.0,accuracy
459,229,0.0,loss
460,230,1.0,accuracy
461,230,0.0,loss
462,231,1.0,accuracy
463,231,0.0,loss
464,232,1.0,accuracy
465,232,0.0,loss
466,233,1.0,accuracy
467,233,0.0,loss
468,234,1.0,accuracy
469,234,0.0,loss
470,235,1.0,accuracy
471,235,0.0,loss
472,236,1.0,accuracy
473,236,0.0,loss
474,237,1.0,accuracy
475,237,0.0,loss
476,238,1.0,accuracy
477,238,0.0,loss
478,239,1.0,accuracy
479,239,0.0,loss
480,240,1.0,accuracy
481,240,0.0,loss
482,241,1.0,accuracy
483,241,0.0,loss
484,242,1.0,accuracy
485,242,0.0,loss
486,243,1.0,accuracy
487,243,0.0,loss
488,244,1.0,accuracy
489,244,0.0,loss
490,245,1.0,accuracy
491,245,0.0,loss
492,246,1.0,accuracy
493,246,0.0,loss
494,247,1.0,accuracy
495,247,0.0,loss
496,248,1.0,accuracy
497,248,0.0,loss
498,249,1.0,accuracy
499,249,0.0,loss
500,250,1.0,accuracy
501,250,0.0,loss
502,251,1.0,accuracy
503,251,0.0,loss
504,252,1.0,accuracy
505,252,0.0,loss
506,253,1.0,accuracy
507,253,0.0,loss
508,254,1.0,accuracy
509,254,0.0,loss
510,255,1.0,accuracy
511,255,0.0,loss
512,256,1.0,accuracy
513,256,0.0,loss
514,257,1.0,accuracy
515,257,0.0,loss
516,258,1.0,accuracy
517,258,0.0,loss
518,259,1.0,accuracy
519,259,0.0,loss
520,260,1.0,accuracy
521,260,0.0,loss
522,261,1.0,accuracy
523,261,0.0,loss
524,262,1.0,accuracy
525,262,0.0,loss
526,263,1.0,accuracy
527,263,0.0,loss
528,264,1.0,accuracy
529,264,0.0,loss
530,265,1.0,accuracy
531,265,0.0,loss
532,266,1.0,accuracy
533,266,0.0,loss
534,267,1.0,accuracy
535,267,0.0,loss
536,268,1.0,accuracy
537,268,0.0,loss
538,269,1.0,accuracy
539,269,0.0,loss
540,270,1.0,accuracy
541,270,0.0,loss
542,271,1.0,accuracy
543,271,0.0,loss
544,272,1.0,accuracy
545,272,0.0,loss
546,273,1.0,accuracy
547,273,0.0,loss
548,274,1.0,accuracy
549,274,0.0,loss
550,275,1.0,accuracy
551,275,0.0,loss
552,276,1.0,accuracy
553,276,0.0,loss
554,277,1.0,accuracy
555,277,0.0,loss
556,278,1.0,accuracy
557,278,0.0,loss
558,279,1.0,accuracy
559,279,0.0,loss
560,280,1.0,accuracy
561,280,0.0,loss
562,281,1.0,accuracy
563,281,0.0,loss
564,282,1.0,accuracy
565,282,0.0,loss
566,283,1.0,accuracy
567,283,0.0,loss
568,284,1.0,accuracy
569,284,0.0,loss
570,285,1.0,accuracy
571,285,0.0,loss
572,286,1.0,accuracy
573,286,0.0,loss
574,287,1.0,accuracy
575,287,0.0,loss
576,288,1.0,accuracy
577,288,0.0,loss
578,289,1.0,accuracy
579,289,0.0,loss
580,290,1.0,accuracy
581,290,0.0,loss
582,291,1.0,accuracy
583,291,0.0,loss
584,292,1.0,accuracy
585,292,0.0,loss
586,293,1.0,accuracy
587,293,0.0,loss
588,294,1.0,accuracy
589,294,0.0,loss
590,295,1.0,accuracy
591,295,0.0,loss
592,296,1.0,accuracy
593,296,0.0,loss
594,297,1.0,accuracy
595,297,0.0,loss
596,298,1.0,accuracy
597,298,0.0,loss
598,299,1.0,accuracy
599,299,0.0,loss
